Restriction Id,Flow Routing Element Type,Flow Routing Element Id From,Flow Routing Element Id To,Flow Routing Element Id,Lower Vertical Limit,Upper Vertical Limit,FRA Point Type
LILI500D,PT,NULL,NULL,ABAKO,225,305,EX
LPPOLP500A,PT,NULL,NULL,ABALO,245,999,EX
SEESEC500A,PT,NULL,NULL,ABETI,NULL,NULL,EX
EDUEYX500A,PT,NULL,NULL,ABGUS,NULL,NULL,EX
YXEDUE500A,PT,NULL,NULL,ABGUS,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,ABIBU,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ABITU,NULL,NULL,I
LI100A,PT,NULL,NULL,ABMOG,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ABNAG,NULL,NULL,I
LM100A,PT,NULL,NULL,ABNAT,NULL,NULL,I
LRLR500A,PT,NULL,NULL,ABOLO,NULL,NULL,EX
LE100A,PT,NULL,NULL,ABOSI,NULL,NULL,I
LMHL500A,PT,NULL,NULL,ABRAM,NULL,NULL,EX
UKODS100A,PT,NULL,NULL,ABRAN,275,999,I
LILS500A,PT,NULL,NULL,ABREG,NULL,NULL,EX
EDWEBL501A,PT,NULL,NULL,ABSAG,NULL,NULL,EX
DUWDMS500A,PT,NULL,NULL,ABTAL,NULL,NULL,EX
LI100A,PT,NULL,NULL,ABUKI,NULL,NULL,I
LILI500D,PT,NULL,NULL,ABUKI,225,305,EX
LH100A,PT,NULL,NULL,ABULI,NULL,NULL,I
LHLZKZ500A,PT,NULL,NULL,ABULI,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,ADABI,NULL,NULL,I
LI100A,PT,NULL,NULL,ADAMI,NULL,NULL,I
LILI500A,PT,NULL,NULL,ADAMI,225,305,EX
EGGXEI500A,PT,NULL,NULL,ADARA,NULL,NULL,EX
NEEY500A,PT,NULL,NULL,ADAXA,NULL,NULL,EX
LILI500D,PT,NULL,NULL,ADBAL,225,305,EX
UBUG500A,PT,NULL,NULL,ADEKI,NULL,NULL,EX
UGDUGD500A,PT,NULL,NULL,ADILA,NULL,NULL,EX
LRUKOV501A,PT,NULL,NULL,ADINA,195,245,EX
UKOVLR501A,PT,NULL,NULL,ADINA,195,245,EX
LELPPC500A,PT,NULL,NULL,ADINO,245,999,EX
NEBO500A,PT,NULL,NULL,ADKAS,NULL,NULL,EX
LI100A,PT,NULL,NULL,ADREN,NULL,NULL,I
LILI500D,PT,NULL,NULL,ADRUX,225,305,EX
LFRRWE500A,PT,NULL,NULL,ADSET,195,999,EX
LILI500A,PT,NULL,NULL,ADUKA,225,305,EX
LILI500D,PT,NULL,NULL,ADUKA,225,305,EX
SECSEC500A,PT,NULL,NULL,ADULA,NULL,NULL,EX
LB100A,PT,NULL,NULL,ADUNO,NULL,NULL,I
LFYX500A,PT,NULL,NULL,ADUTO,NULL,NULL,EX
LE100A,PT,NULL,NULL,ADUXO,NULL,NULL,I
BL100A,PT,NULL,NULL,ADVEX,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,AFEME,NULL,NULL,I
EP100A,PT,NULL,NULL,AGALU,NULL,NULL,I
LE100A,PT,NULL,NULL,AGIDO,NULL,NULL,I
LRLR500A,PT,NULL,NULL,AGMEL,NULL,NULL,EX
LRLR500D,PT,NULL,NULL,AGMEL,NULL,NULL,EX
EDLK500A,PT,NULL,NULL,AGNAV,NULL,NULL,EX
LILI500D,PT,NULL,NULL,AGNIS,225,305,EX
EP100A,PT,NULL,NULL,AGODU,NULL,NULL,I
LILI500A,PT,NULL,NULL,AGOMO,225,305,EX
LFBB100A,PT,NULL,NULL,AGOPA,NULL,NULL,I
SECLI500A,PT,NULL,NULL,AIOSA,NULL,NULL,EX
BL100A,PT,NULL,NULL,AKAPI,NULL,NULL,I
LFRREW500A,PT,NULL,NULL,AKEMO,195,999,EX
LFRRUL500A,PT,NULL,NULL,AKEMO,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,AKIKA,NULL,NULL,EX
EDMSEC500A,PT,NULL,NULL,AKIMA,NULL,NULL,EX
EDUSEC500A,PT,NULL,NULL,AKIMA,NULL,NULL,EX
LRUK500A,PT,NULL,NULL,AKLEF,NULL,NULL,EX
UKSEE500A,PT,NULL,NULL,AKLEF,NULL,NULL,EX
LGLG500D,PT,NULL,NULL,AKORO,NULL,NULL,EX
GMLP500A,PT,NULL,NULL,AKUDA,245,999,EX
UK100A,PT,NULL,NULL,AKULO,NULL,NULL,I
BLEY500A,PT,NULL,NULL,AKUMA,NULL,NULL,EX
EGPXEG500A,PT,NULL,NULL,ALASO,NULL,NULL,EX
LFBBLE500A,PT,NULL,NULL,ALBER,195,999,EX
LI100A,PT,NULL,NULL,ALBET,NULL,NULL,I
LILI500D,PT,NULL,NULL,ALEDI,225,305,EX
SECSI100A,PT,NULL,NULL,ALELU,NULL,NULL,I
LE100A,PT,NULL,NULL,ALEPO,NULL,NULL,I
EDUU100E,PT,NULL,NULL,ALOSO,NULL,NULL,I
EDUNEP500A,PT,NULL,NULL,ALUKA,NULL,NULL,EX
EDWEEP501A,PT,NULL,NULL,ALUKA,NULL,NULL,EX
LFRWEG500A,PT,NULL,NULL,ALUTA,NULL,NULL,EX
EKYX500A,PT,NULL,NULL,AMADA,NULL,NULL,EX
UKODS100A,PT,NULL,NULL,AMGOL,275,999,I
YXEDUN500A,PT,NULL,NULL,AMISO,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,AMLAD,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,AMLAV,NULL,NULL,I
UKOUKO500A,PT,NULL,NULL,AMNEZ,065,275,EX
EDMDME500A,PT,NULL,NULL,AMOSA,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,AMPOP,NULL,NULL,EX
EKYX500A,PT,NULL,NULL,AMRAK,NULL,NULL,EX
BL100A,PT,NULL,NULL,AMROR,NULL,NULL,I
YX100A,PT,NULL,NULL,AMSAN,NULL,NULL,I
LILI500A,PT,NULL,NULL,AMTEL,225,305,EX
BL100A,PT,NULL,NULL,AMUTO,NULL,NULL,I
LC100A,PT,NULL,NULL,ANANE,NULL,NULL,I
LRLY501A,PT,NULL,NULL,ANASA,NULL,NULL,EX
LUUK502A,PT,NULL,NULL,ANEDO,NULL,NULL,EX
UKOVLR500A,PT,NULL,NULL,ANEDO,NULL,NULL,EX
LELFBB500A,PT,NULL,NULL,ANETO,195,999,EX
LC100A,PT,NULL,NULL,APLON,NULL,NULL,I
LCLC500A,PT,NULL,NULL,APLON,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,APSOV,NULL,NULL,I
EGPXEI501A,PT,NULL,NULL,APSOV,NULL,NULL,EX
EIEGN500A,PT,NULL,NULL,APSOV,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,APTAN,NULL,NULL,I
LI100A,PT,NULL,NULL,ARBUM,NULL,NULL,I
LILI500D,PT,NULL,NULL,ARDAM,225,305,EX
LFYX500A,PT,NULL,NULL,ARDEN,NULL,NULL,EX
LELE500D,PT,NULL,NULL,ARGOR,NULL,NULL,EX
BL100A,PT,NULL,NULL,ARKUG,NULL,NULL,I
EP100A,PT,NULL,NULL,ARKUG,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,ARMIX,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,ARMUT,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ARPIG,NULL,NULL,I
EDWEEP500A,PT,NULL,NULL,ARSAP,NULL,NULL,EX
LILI500A,PT,NULL,NULL,ARSIK,225,305,EX
SECLH500A,PT,NULL,NULL,ARSIN,NULL,NULL,EX
LFBBLE500A,PT,NULL,NULL,ARVID,195,999,EX
EDUWYX500A,PT,NULL,NULL,ASBON,NULL,NULL,EX
LI100A,PT,NULL,NULL,ASBOP,NULL,NULL,I
LMLM500A,PT,NULL,NULL,ASDAX,NULL,NULL,EX
EYNE500A,PT,NULL,NULL,ASKOR,NULL,NULL,EX
NEEY500A,PT,NULL,NULL,ASKOR,NULL,NULL,EX
LU100A,PT,NULL,NULL,ASKUT,NULL,NULL,I
LE100A,PT,NULL,NULL,ASTRO,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ASVAN,NULL,NULL,I
BL100A,PT,NULL,NULL,ATMEV,NULL,NULL,I
NEEG501A,PT,NULL,NULL,ATNAK,NULL,NULL,EX
LRLR500D,PT,NULL,NULL,ATSOS,NULL,NULL,EX
YX100A,PT,NULL,NULL,ATTUS,NULL,NULL,I
LELE500A,PT,NULL,NULL,AVILA,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,AZCAL,NULL,NULL,I
LFRRWE500A,PT,NULL,NULL,AZFIC,195,999,EX
EGPX100A,PT,NULL,NULL,BABGU,NULL,NULL,I
SECLH500A,PT,NULL,NULL,BABIT,NULL,NULL,EX
SECLH501A,PT,NULL,NULL,BABIT,NULL,NULL,EX
SEEEPN500A,PT,NULL,NULL,BABKO,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BABNI,NULL,NULL,I
BL100A,PT,NULL,NULL,BABOT,NULL,NULL,I
LFBB100A,PT,NULL,NULL,BADAM,NULL,NULL,I
EDUSEC500A,PT,NULL,NULL,BADIT,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BADOR,NULL,NULL,I
BL100A,PT,NULL,NULL,BADUP,NULL,NULL,I
LFRRLU500A,PT,NULL,NULL,BADUR,NULL,NULL,EX
EDAEDA500F,PT,NULL,NULL,BAKDO,NULL,NULL,EX
EDWEES500A,PT,NULL,NULL,BAKLI,NULL,NULL,EX
LBLB500A,PT,NULL,NULL,BAKLO,NULL,NULL,EX
EGTTEI501A,PT,NULL,NULL,BAKUR,NULL,NULL,EX
LFRRLE500A,PT,NULL,NULL,BALDA,195,999,EX
BLUMKK500A,PT,NULL,NULL,BALIT,095,999,EX
LCLC500A,PT,NULL,NULL,BALMA,NULL,NULL,EX
LCOL500A,PT,NULL,NULL,BALMA,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,BALTI,NULL,NULL,I
EDUU100E,PT,NULL,NULL,BAMKI,NULL,NULL,I
UKODS100A,PT,NULL,NULL,BANID,275,999,I
UKOUKO500D,PT,NULL,NULL,BANID,105,275,EX
BLEDWE501A,PT,NULL,NULL,BANUB,NULL,NULL,EX
UGUG500D,PT,NULL,NULL,BANUT,NULL,NULL,EX
LR100A,PT,NULL,NULL,BAPGU,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,BAPIM,NULL,NULL,I
LELPPC500A,PT,NULL,NULL,BARDI,245,999,EX
LPPCLE500A,PT,NULL,NULL,BARDI,245,999,EX
EP100A,PT,NULL,NULL,BARGU,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,BARIT,NULL,NULL,EX
GMLE500A,PT,NULL,NULL,BARPA,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,BARVI,NULL,NULL,I
YX100A,PT,NULL,NULL,BASUM,NULL,NULL,I
DUWDMS501A,PT,NULL,NULL,BATUB,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BAVMA,NULL,NULL,I
BL100A,PT,NULL,NULL,BAVOK,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,BAVOK,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,BAVTA,NULL,NULL,I
LELE500D,PT,NULL,NULL,BAZAS,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,BEBSO,NULL,NULL,I
SECSI100A,PT,NULL,NULL,BEDOX,NULL,NULL,I
LILI500A,PT,NULL,NULL,BEDPI,225,305,EX
LILI500D,PT,NULL,NULL,BEDPI,225,305,EX
SEESEC500A,PT,NULL,NULL,BEGLA,NULL,NULL,EX
LELFRR500A,PT,NULL,NULL,BELEN,195,999,EX
EGEGPX500A,PT,NULL,NULL,BELOX,NULL,NULL,EX
EGPXEG500A,PT,NULL,NULL,BELOX,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,BELZU,NULL,NULL,I
LS100A,PT,NULL,NULL,BENOT,NULL,NULL,I
EDMSSE500A,PT,NULL,NULL,BEPAS,NULL,NULL,EX
BLNE500A,PT,NULL,NULL,BERIL,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BESLI,NULL,NULL,I
LILI500D,PT,NULL,NULL,BEVIS,225,305,EX
LISEC500A,PT,NULL,NULL,BEVIS,NULL,NULL,EX
LFSWN500A,PT,NULL,NULL,BEVOL,195,999,EX
LILI500D,PT,NULL,NULL,BEXOR,225,305,EX
LILI500A,PT,NULL,NULL,BIBAN,225,305,EX
LILI500D,PT,NULL,NULL,BIBAN,225,305,EX
LR100A,PT,NULL,NULL,BIBOR,NULL,NULL,I
YX100A,PT,NULL,NULL,BIGGE,NULL,NULL,I
LKLZ500A,PT,NULL,NULL,BILNA,NULL,NULL,EX
EDWEBL502A,PT,NULL,NULL,BILRA,NULL,NULL,EX
EDWEES500A,PT,NULL,NULL,BILRA,NULL,NULL,EX
EGGXEI500A,PT,NULL,NULL,BILTO,NULL,NULL,EX
EISN100A,PT,NULL,NULL,BIMGO,NULL,NULL,I
LR100A,PT,NULL,NULL,BINBI,175,245,I
SEEFRA100A,PT,NULL,NULL,BINBI,NULL,NULL,I
LC100A,PT,NULL,NULL,BIRES,NULL,NULL,I
LGNSEC500A,PT,NULL,NULL,BITLA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BODAL,NULL,NULL,I
BLEDWE500A,PT,NULL,NULL,BODLA,NULL,NULL,EX
BLEDWE501A,PT,NULL,NULL,BODLA,NULL,NULL,EX
EDUU100N,PT,NULL,NULL,BODLA,NULL,NULL,I
EDWEBL501A,PT,NULL,NULL,BODLA,NULL,NULL,EX
EP100A,PT,NULL,NULL,BODLA,NULL,NULL,I
EPEDWE500A,PT,NULL,NULL,BODLA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BODZA,NULL,NULL,I
DUEDUN500A,PT,NULL,NULL,BOLBO,NULL,NULL,EX
EDUU100W,PT,NULL,NULL,BOMBI,NULL,NULL,I
EDMM100E,PT,NULL,NULL,BOREP,NULL,NULL,I
LILI500A,PT,NULL,NULL,BORMI,225,305,EX
YX100A,PT,NULL,NULL,BREDA,NULL,NULL,I
LIEDUE500A,PT,NULL,NULL,BRENO,NULL,NULL,EX
LE100A,PT,NULL,NULL,BRITO,NULL,NULL,I
LE100A,PT,NULL,NULL,BRUNO,NULL,NULL,I
LKLOLJ500A,PT,NULL,NULL,BUDEX,NULL,NULL,EX
LOLJLK500A,PT,NULL,NULL,BUDEX,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BUDOP,NULL,NULL,I
UK100A,PT,NULL,NULL,BUDUK,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,BUFRA,NULL,NULL,I
LELE500A,PT,NULL,NULL,BUGIX,NULL,NULL,EX
LRUK500A,PT,NULL,NULL,BUKOV,NULL,NULL,EX
SEEUK500A,PT,NULL,NULL,BUKOV,NULL,NULL,EX
LI100A,PT,NULL,NULL,BULAR,NULL,NULL,I
YX100A,PT,NULL,NULL,BUMAB,NULL,NULL,I
LI100A,PT,NULL,NULL,BUSER,NULL,NULL,I
SECSI100A,PT,NULL,NULL,BUSET,NULL,NULL,I
LB100A,PT,NULL,NULL,BUVAK,NULL,NULL,I
LRLR500D,PT,NULL,NULL,BUXLE,NULL,NULL,EX
GC100A,PT,NULL,NULL,CABEL,NULL,NULL,I
LELE500D,PT,NULL,NULL,CASPE,NULL,NULL,EX
LE100A,PT,NULL,NULL,CATON,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,CAWZE,NULL,NULL,I
LE100A,PT,NULL,NULL,CEGAM,NULL,NULL,I
LRCKLR500A,PT,NULL,NULL,CETUL,NULL,NULL,EX
LRLR500A,PT,NULL,NULL,CETUL,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,CHALA,NULL,NULL,I
LILI500D,PT,NULL,NULL,COBBA,225,305,EX
LILF500A,PT,NULL,NULL,CORSI,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,COZMU,NULL,NULL,I
LE100A,PT,NULL,NULL,CRISA,NULL,NULL,I
LI100A,PT,NULL,NULL,DAMIC,NULL,NULL,I
SECSI100A,PT,NULL,NULL,DARZA,NULL,NULL,I
SECSI100A,PT,NULL,NULL,DAXNU,NULL,NULL,I
LILI500A,PT,NULL,NULL,DEDOM,225,305,EX
LFRR100A,PT,NULL,NULL,DEGEX,195,999,I
UGDUGD500A,PT,NULL,NULL,DEKIT,NULL,NULL,EX
EDLK500A,PT,NULL,NULL,DEKOV,NULL,NULL,EX
SEEDME500A,PT,NULL,NULL,DEKOV,NULL,NULL,EX
LMLG501A,PT,NULL,NULL,DEMAG,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,DENAK,NULL,NULL,I
LC100A,PT,NULL,NULL,DESPO,NULL,NULL,I
LILI500D,PT,NULL,NULL,DESUK,225,305,EX
LILI500D,PT,NULL,NULL,DETSA,225,305,EX
SECLI500A,PT,NULL,NULL,DETSA,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,DEVUL,NULL,NULL,I
EDLOLJ501A,PT,NULL,NULL,DEXIT,NULL,NULL,EX
SECEDU500A,PT,NULL,NULL,DEXIT,NULL,NULL,EX
LILI500A,PT,NULL,NULL,DEXUL,225,305,EX
LI100A,PT,NULL,NULL,DIBAX,NULL,NULL,I
LILI500D,PT,NULL,NULL,DIBAX,225,305,EX
EDMDWE500A,PT,NULL,NULL,DIBDO,NULL,NULL,EX
EDWDME500A,PT,NULL,NULL,DIBDO,NULL,NULL,EX
EPUK500A,PT,NULL,NULL,DIBED,145,999,EX
EP100A,PT,NULL,NULL,DIBLO,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,DIDIX,NULL,NULL,I
UK100A,PT,NULL,NULL,DIDUR,NULL,NULL,I
UK100A,PT,NULL,NULL,DIFOX,NULL,NULL,I
LILI500D,PT,NULL,NULL,DILEB,225,305,EX
UK100A,PT,NULL,NULL,DIMAB,NULL,NULL,I
LE100A,PT,NULL,NULL,DIMER,NULL,NULL,I
BL100A,PT,NULL,NULL,DIMTA,NULL,NULL,I
LBLB500A,PT,NULL,NULL,DINEN,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,DINEN,NULL,NULL,I
EGGXEI500A,PT,NULL,NULL,DINIM,NULL,NULL,EX
EIEGGX500A,PT,NULL,NULL,DINIM,NULL,NULL,EX
DUWDUE500A,PT,NULL,NULL,DINKU,NULL,NULL,EX
DUWDUE501A,PT,NULL,NULL,DINKU,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,DIQSE,NULL,NULL,I
LE100A,PT,NULL,NULL,DIRMU,NULL,NULL,I
LELE500D,PT,NULL,NULL,DIRMU,NULL,NULL,EX
SECLGN500A,PT,NULL,NULL,DISOR,NULL,NULL,EX
LRLR500D,PT,NULL,NULL,DITAX,NULL,NULL,EX
SECSEE500A,PT,NULL,NULL,DITIS,NULL,NULL,EX
LILI500A,PT,NULL,NULL,DIVAR,225,305,EX
YX100A,PT,NULL,NULL,DIXAT,NULL,NULL,I
SECSI100A,PT,NULL,NULL,DOBAR,NULL,NULL,I
LM100A,PT,NULL,NULL,DOBIX,NULL,NULL,I
EP100A,PT,NULL,NULL,DOGIG,NULL,NULL,I
LILI500A,PT,NULL,NULL,DOGUS,225,305,EX
EGPX100A,PT,NULL,NULL,DOKEN,NULL,NULL,I
NEBL500A,PT,NULL,NULL,DOKOT,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,DOKUD,NULL,NULL,I
EDLK500A,PT,NULL,NULL,DOLUP,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,DOLUR,NULL,NULL,EX
LM100A,PT,NULL,NULL,DOMNA,NULL,NULL,I
GMACGM500A,PT,NULL,NULL,DOMOG,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,DOMOK,NULL,NULL,EX
LFRRWE500A,PT,NULL,NULL,DOMOK,195,999,EX
LI100A,PT,NULL,NULL,DORAS,NULL,NULL,I
LILI500A,PT,NULL,NULL,DORAV,225,305,EX
EGPX100A,PT,NULL,NULL,DOSUN,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,DUFES,NULL,NULL,I
EYEY500D,PT,NULL,NULL,DUKAT,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,EBCOL,NULL,NULL,I
EDUU100E,PT,NULL,NULL,EBEDA,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,EBITA,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,EBITI,NULL,NULL,I
EP100A,PT,NULL,NULL,EBOGU,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,EDEMU,NULL,NULL,I
LRLRCL500A,PT,NULL,NULL,EDETA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,EDETA,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,EDEXU,NULL,NULL,I
UK100A,PT,NULL,NULL,EDIMI,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,EDIVI,NULL,NULL,I
LI100A,PT,NULL,NULL,EDOPA,NULL,NULL,I
LILI500A,PT,NULL,NULL,EDOPA,225,305,EX
LELE500A,PT,NULL,NULL,EDULI,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,EDUTA,NULL,NULL,I
EYNE500A,PT,NULL,NULL,EKLIN,NULL,NULL,EX
HLLM500A,PT,NULL,NULL,EKLIS,NULL,NULL,EX
LILI500A,PT,NULL,NULL,EKMIL,225,305,EX
LILI500D,PT,NULL,NULL,EKMOT,225,305,EX
LI100A,PT,NULL,NULL,EKPAR,NULL,NULL,I
EDREDR500E,PT,NULL,NULL,EKPEK,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,ELBAK,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,ELDET,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,ELGUS,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,ELGUS,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,ELNIF,NULL,NULL,I
UK100A,PT,NULL,NULL,ELNIK,NULL,NULL,I
LRLR500D,PT,NULL,NULL,ELROM,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,ELROM,NULL,NULL,I
BL100A,PT,NULL,NULL,ELTUB,NULL,NULL,I
LR100A,PT,NULL,NULL,ELVAB,NULL,NULL,I
UG100A,PT,NULL,NULL,EMBUS,NULL,NULL,I
LCLC500D,PT,NULL,NULL,EMEDA,NULL,NULL,EX
LC100A,PT,NULL,NULL,EMILI,NULL,NULL,I
LI100A,PT,NULL,NULL,ENEPA,NULL,NULL,I
LG100A,PT,NULL,NULL,ENESI,NULL,NULL,I
LR100A,PT,NULL,NULL,ENIMA,NULL,NULL,I
YX100A,PT,NULL,NULL,ENUGA,NULL,NULL,I
SECSI100A,PT,NULL,NULL,ERANI,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ERDOM,NULL,NULL,I
UGUD100A,PT,NULL,NULL,EREVA,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,ERGUZ,NULL,NULL,I
LI100A,PT,NULL,NULL,ERIKA,NULL,NULL,I
LILI500A,PT,NULL,NULL,ERIKA,225,305,EX
EYBL500A,PT,NULL,NULL,ERIVA,NULL,NULL,EX
EYEY500A,PT,NULL,NULL,ERIVA,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,ERIXU,NULL,NULL,I
LOLJLO500A,PT,NULL,NULL,ERKIR,NULL,NULL,EX
LI100A,PT,NULL,NULL,ERLIT,NULL,NULL,I
LI100A,PT,NULL,NULL,EROVI,NULL,NULL,I
LILI500A,PT,NULL,NULL,ERPOG,225,305,EX
EGPX100A,PT,NULL,NULL,ERSON,NULL,NULL,I
LBLB500A,PT,NULL,NULL,ESENA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,ESENA,NULL,NULL,I
EDAEDA500F,PT,NULL,NULL,ESIKA,NULL,NULL,EX
LI100A,PT,NULL,NULL,ESINO,NULL,NULL,I
SECSI100A,PT,NULL,NULL,ESIRI,NULL,NULL,I
LI100A,PT,NULL,NULL,ESODU,NULL,NULL,I
LELPPC500A,PT,NULL,NULL,ETAKA,245,999,EX
EGGXEI500A,PT,NULL,NULL,ETARI,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,ETNAH,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,ETOBI,NULL,NULL,EX
LFSWN500A,PT,NULL,NULL,ETPIL,195,999,EX
NEFRAX100A,PT,NULL,NULL,ETVOK,NULL,NULL,I
SECSI100A,PT,NULL,NULL,EVAXI,NULL,NULL,I
BL100A,PT,NULL,NULL,EVGUR,NULL,NULL,I
EGPX100A,PT,NULL,NULL,EVNAL,NULL,NULL,I
LFBB100A,PT,NULL,NULL,EVPOK,NULL,NULL,I
LI100A,PT,NULL,NULL,EVROG,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,EXIGA,NULL,NULL,I
EGTWEG500A,PT,NULL,NULL,FACTU,NULL,NULL,EX
LH100A,PT,NULL,NULL,FAHAZ,NULL,NULL,I
LI100A,PT,NULL,NULL,FASAN,NULL,NULL,I
DUWDME501A,PT,NULL,NULL,FEDZA,NULL,NULL,EX
LFRREW500A,PT,NULL,NULL,FEJAC,195,999,EX
LE100A,PT,NULL,NULL,FEVIK,NULL,NULL,I
LFBB100A,PT,NULL,NULL,FISTO,NULL,NULL,I
LRLR500D,PT,NULL,NULL,FOCSA,NULL,NULL,EX
EGPX100A,PT,NULL,NULL,FORTY,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,GACMO,NULL,NULL,EX
LFBBLU500A,PT,NULL,NULL,GALDO,NULL,NULL,EX
YXEG500A,PT,NULL,NULL,GALSO,NULL,NULL,EX
LEGM500A,PT,NULL,NULL,GALTO,NULL,NULL,EX
UKUR500A,PT,NULL,NULL,GAMAN,275,999,EX
UK100A,PT,NULL,NULL,GAMLA,NULL,NULL,I
LSEDMS500A,PT,NULL,NULL,GAMSA,NULL,NULL,EX
UK100A,PT,NULL,NULL,GANRA,NULL,NULL,I
EGTTEI502A,PT,NULL,NULL,GAPLI,NULL,NULL,EX
LILI500A,PT,NULL,NULL,GAPMI,225,305,EX
LR100A,PT,NULL,NULL,GAROC,NULL,NULL,I
LELE500D,PT,NULL,NULL,GARVU,NULL,NULL,EX
DUEDUW501A,PT,NULL,NULL,GASKA,NULL,NULL,EX
LELE500A,PT,NULL,NULL,GASMO,NULL,NULL,EX
LKED500A,PT,NULL,NULL,GAVLI,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,GAZON,NULL,NULL,I
EGGXEI500A,PT,NULL,NULL,GELPO,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,GEMKA,NULL,NULL,I
SEEUK500A,PT,NULL,NULL,GEMTO,NULL,NULL,EX
LCLC500D,PT,NULL,NULL,GENOS,000,660,EX
LILI500D,PT,NULL,NULL,GERBU,225,305,EX
LGLG500A,PT,NULL,NULL,GERMI,NULL,NULL,EX
LFBBLU500A,PT,NULL,NULL,GERVA,NULL,NULL,EX
YX100A,PT,NULL,NULL,GESTO,NULL,NULL,I
EP100A,PT,NULL,NULL,GEVNA,NULL,NULL,I
LRUKOV500A,PT,NULL,NULL,GIDRO,NULL,NULL,EX
EY100A,PT,NULL,NULL,GIGIN,NULL,NULL,I
LSLFM500A,PT,NULL,NULL,GIGUS,NULL,NULL,EX
YX100A,PT,NULL,NULL,GIKOG,NULL,NULL,I
BLEDUN500A,PT,NULL,NULL,GILAS,NULL,NULL,EX
EDWEEP501A,PT,NULL,NULL,GILAS,NULL,NULL,EX
EDWEEP502A,PT,NULL,NULL,GILAS,NULL,NULL,EX
